143-AH 	 Q0 	 IZV950112-00007      	 0       	 51.9465 	 BM25
179-AH 	 Q0 	 IZV950519-00017      	 171     	 12.9148 	 BM25
179-AH 	 Q0 	 IZV950623-00010      	 172     	 12.9119 	 BM25
179-AH 	 Q0 	 IZV950712-00076      	 173     	 12.7783 	 BM25
179-AH 	 Q0 	 IZV950712-00087      	 174     	 12.7783 	 BM25
179-AH 	 Q0 	 IZV950601-00017      	 175     	 12.7267 	 BM25
179-AH 	 Q0 	 IZV951026-00013      	 176     	 12.7267 	 BM25
179-AH 	 Q0 	 IZV950217-00023      	 177     	 12.6866 	 BM25
179-AH 	 Q0 	 IZV950118-00009      	 178     	 12.6622 	 BM25
179-AH 	 Q0 	 IZV951222-00018      	 179     	 12.6433 	 BM25
179-AH 	 Q0 	 IZV950621-00013      	 180     	 12.6354 	 BM25
179-AH 	 Q0 	 IZV950622-00006      	 181     	 12.6354 	 BM25
179-AH 	 Q0 	 IZV950307-00046      	 182     	 12.5020 	 BM25
179-AH 	 Q0 	 IZV950617-00041      	 183     	 12.5020 	 BM25
179-AH 	 Q0 	 IZV950809-00044      	 184     	 12.5020 	 BM25
179-AH 	 Q0 	 IZV950927-00116      	 185     	 12.5020 	 BM25
179-AH 	 Q0 	 IZV951020-00034      	 186     	 12.5020 	 BM25
179-AH 	 Q0 	 IZV951102-00042      	 187     	 12.5020 	 BM25
179-AH 	 Q0 	 IZV951125-00051      	 188     	 12.5020 	 BM25
179-AH 	 Q0 	 IZV951109-00068      	 189     	 12.4815 	 BM25
179-AH 	 Q0 	 IZV950405-00020      	 190     	 12.4699 	 BM25
179-AH 	 Q0 	 IZV950315-00004      	 191     	 12.4391 	 BM25
179-AH 	 Q0 	 IZV950822-00014      	 192     	 12.4391 	 BM25
179-AH 	 Q0 	 IZV950428-00019      	 193     	 12.4349 	 BM25
179-AH 	 Q0 	 IZV950927-00028      	 194     	 12.4349 	 BM25
179-AH 	 Q0 	 IZV951109-00013      	 195     	 12.4349 	 BM25
179-AH 	 Q0 	 IZV950303-00026      	 196     	 12.3973 	 BM25
179-AH 	 Q0 	 IZV950706-00018      	 197     	 12.3795 	 BM25
179-AH 	 Q0 	 IZV950830-00019      	 198     	 12.3144 	 BM25
179-AH 	 Q0 	 IZV950128-00023      	 199     	 12.2964 	 BM25
179-AH 	 Q0 	 IZV950301-00018      	 200     	 12.2964 	 BM25
179-AH 	 Q0 	 IZV950411-00009      	 201     	 12.2964 	 BM25
179-AH 	 Q0 	 IZV951003-00018      	 202     	 12.2916 	 BM25
179-AH 	 Q0 	 IZV950311-00053      	 203     	 12.2823 	 BM25
179-AH 	 Q0 	 IZV950329-00057      	 204     	 12.2823 	 BM25
179-AH 	 Q0 	 IZV951109-00039      	 205     	 12.2823 	 BM25
179-AH 	 Q0 	 IZV950907-00016      	 206     	 12.1781 	 BM25
179-AH 	 Q0 	 IZV951025-00002      	 207     	 12.1738 	 BM25
179-AH 	 Q0 	 IZV950914-00004      	 208     	 12.1644 	 BM25
179-AH 	 Q0 	 IZV950616-00019      	 209     	 12.1188 	 BM25
179-AH 	 Q0 	 IZV951014-00020      	 210     	 12.1163 	 BM25
179-AH 	 Q0 	 IZV951210-00029      	 211     	 12.1138 	 BM25
179-AH 	 Q0 	 IZV951003-00001      	 212     	 12.1112 	 BM25
179-AH 	 Q0 	 IZV950207-00056      	 213     	 12.1050 	 BM25
179-AH 	 Q0 	 IZV950830-00037      	 214     	 12.1050 	 BM25
179-AH 	 Q0 	 IZV950930-00048      	 215     	 12.1050 	 BM25
179-AH 	 Q0 	 IZV950110-00040      	 216     	 12.0761 	 BM25
179-AH 	 Q0 	 IZV951109-00014      	 217     	 12.0244 	 BM25
179-AH 	 Q0 	 IZV950531-00021      	 218     	 12.0199 	 BM25
179-AH 	 Q0 	 IZV950304-00016      	 219     	 11.9868 	 BM25
179-AH 	 Q0 	 IZV951201-00007      	 220     	 11.9868 	 BM25
179-AH 	 Q0 	 IZV950808-00007      	 221     	 11.9758 	 BM25
179-AH 	 Q0 	 IZV950810-00032      	 222     	 11.9758 	 BM25
179-AH 	 Q0 	 IZV950317-00007      	 223     	 11.8965 	 BM25
179-AH 	 Q0 	 IZV950411-00037      	 224     	 11.8822 	 BM25
179-AH 	 Q0 	 IZV950627-00018      	 225     	 11.8490 	 BM25
179-AH 	 Q0 	 IZV951109-00016      	 226     	 11.8283 	 BM25
179-AH 	 Q0 	 IZV950812-00041      	 227     	 11.8034 	 BM25
179-AH 	 Q0 	 IZV950519-00019      	 228     	 11.7654 	 BM25
179-AH 	 Q0 	 IZV950110-00037      	 229     	 11.7624 	 BM25
179-AH 	 Q0 	 IZV951123-00025      	 230     	 11.7624 	 BM25
179-AH 	 Q0 	 IZV950214-00020      	 231     	 11.6626 	 BM25
179-AH 	 Q0 	 IZV950630-00046      	 232     	 11.6509 	 BM25
179-AH 	 Q0 	 IZV950923-00056      	 233     	 11.6509 	 BM25
179-AH 	 Q0 	 IZV950428-00013      	 234     	 11.6035 	 BM25
179-AH 	 Q0 	 IZV950128-00024      	 235     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV950401-00015      	 236     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV950406-00017      	 237     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV950506-00019      	 238     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV950708-00017      	 239     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV950708-00041      	 240     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV951010-00027      	 241     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV951017-00023      	 242     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV951105-00039      	 243     	 11.6025 	 BM25
179-AH 	 Q0 	 IZV950208-00026      	 244     	 11.5834 	 BM25
179-AH 	 Q0 	 IZV950513-00016      	 245     	 11.5728 	 BM25
179-AH 	 Q0 	 IZV950505-00017      	 246     	 11.5354 	 BM25
179-AH 	 Q0 	 IZV950726-00018      	 247     	 11.5354 	 BM25
179-AH 	 Q0 	 IZV950922-00023      	 248     	 11.5354 	 BM25
179-AH 	 Q0 	 IZV950913-00008      	 249     	 11.3977 	 BM25
179-AH 	 Q0 	 IZV950422-00008      	 250     	 11.3687 	 BM25
179-AH 	 Q0 	 IZV950616-00008      	 251     	 11.3687 	 BM25
179-AH 	 Q0 	 IZV950808-00008      	 252     	 11.3687 	 BM25
179-AH 	 Q0 	 IZV951128-00004      	 253     	 11.3687 	 BM25
179-AH 	 Q0 	 IZV950505-00023      	 254     	 11.3470 	 BM25
179-AH 	 Q0 	 IZV951024-00003      	 255     	 11.3470 	 BM25
179-AH 	 Q0 	 IZV951123-00008      	 256     	 11.3470 	 BM25
179-AH 	 Q0 	 IZV950128-00079      	 257     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950310-00051      	 258     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950316-00057      	 259     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950329-00091      	 260     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950330-00050      	 261     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950330-00051      	 262     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950421-00074      	 263     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950429-00039      	 264     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950505-00046      	 265     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950523-00038      	 266     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950615-00049      	 267     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950817-00041      	 268     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950908-00024      	 269     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950927-00118      	 270     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951020-00023      	 271     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951020-00032      	 272     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951024-00033      	 273     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951024-00034      	 274     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951027-00080      	 275     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951028-00050      	 276     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951031-00033      	 277     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951102-00051      	 278     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951104-00043      	 279     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV951114-00044      	 280     	 11.3350 	 BM25
179-AH 	 Q0 	 IZV950713-00006      	 281     	 11.2791 	 BM25
179-AH 	 Q0 	 IZV950912-00005      	 282     	 11.2719 	 BM25
179-AH 	 Q0 	 IZV950725-00001      	 283     	 11.2325 	 BM25
179-AH 	 Q0 	 IZV950907-00022      	 284     	 11.2325 	 BM25
179-AH 	 Q0 	 IZV951031-00009      	 285     	 11.2325 	 BM25
179-AH 	 Q0 	 IZV950516-00018      	 286     	 11.2026 	 BM25
179-AH 	 Q0 	 IZV950713-00020      	 287     	 11.2026 	 BM25
179-AH 	 Q0 	 IZV950912-00018      	 288     	 11.2026 	 BM25
179-AH 	 Q0 	 IZV951007-00006      	 289     	 11.2026 	 BM25
179-AH 	 Q0 	 IZV950210-00012      	 290     	 11.1459 	 BM25
179-AH 	 Q0 	 IZV950803-00008      	 291     	 11.1459 	 BM25
179-AH 	 Q0 	 IZV951014-00018      	 292     	 11.1349 	 BM25
179-AH 	 Q0 	 IZV950712-00024      	 293     	 11.1062 	 BM25
179-AH 	 Q0 	 IZV950718-00017      	 294     	 11.1062 	 BM25
179-AH 	 Q0 	 IZV950720-00020      	 295     	 11.1062 	 BM25
179-AH 	 Q0 	 IZV950909-00001      	 296     	 11.1062 	 BM25
179-AH 	 Q0 	 IZV950318-00007      	 297     	 11.0974 	 BM25
179-AH 	 Q0 	 IZV950113-00019      	 298     	 11.0538 	 BM25
179-AH 	 Q0 	 IZV951018-00008      	 299     	 11.0442 	 BM25
179-AH 	 Q0 	 IZV951201-00063      	 300     	 11.0354 	 BM25
179-AH 	 Q0 	 IZV951227-00073      	 301     	 11.0354 	 BM25
179-AH 	 Q0 	 IZV950314-00029      	 302     	 11.0034 	 BM25
179-AH 	 Q0 	 IZV950124-00035      	 303     	 10.9498 	 BM25
179-AH 	 Q0 	 IZV950721-00043      	 304     	 10.9290 	 BM25
179-AH 	 Q0 	 IZV950113-00003      	 305     	 10.9039 	 BM25
179-AH 	 Q0 	 IZV951118-00005      	 306     	 10.8969 	 BM25
179-AH 	 Q0 	 IZV950329-00035      	 307     	 10.8800 	 BM25
179-AH 	 Q0 	 IZV950630-00023      	 308     	 10.8800 	 BM25
179-AH 	 Q0 	 IZV951004-00013      	 309     	 10.8800 	 BM25
179-AH 	 Q0 	 IZV950209-00031      	 310     	 10.8578 	 BM25
179-AH 	 Q0 	 IZV950304-00009      	 311     	 10.8064 	 BM25
179-AH 	 Q0 	 IZV950318-00001      	 312     	 10.8064 	 BM25
179-AH 	 Q0 	 IZV950322-00009      	 313     	 10.8064 	 BM25
179-AH 	 Q0 	 IZV951115-00002      	 314     	 10.8064 	 BM25
179-AH 	 Q0 	 IZV951228-00005      	 315     	 10.8064 	 BM25
179-AH 	 Q0 	 IZV950606-00002      	 316     	 10.7961 	 BM25
179-AH 	 Q0 	 IZV950614-00008      	 317     	 10.7961 	 BM25
179-AH 	 Q0 	 IZV950722-00003      	 318     	 10.7961 	 BM25
179-AH 	 Q0 	 IZV950131-00021      	 319     	 10.7887 	 BM25
179-AH 	 Q0 	 IZV951103-00017      	 320     	 10.7887 	 BM25
179-AH 	 Q0 	 IZV950321-00061      	 321     	 10.7605 	 BM25
179-AH 	 Q0 	 IZV950915-00044      	 322     	 10.7605 	 BM25
179-AH 	 Q0 	 IZV951018-00033      	 323     	 10.7605 	 BM25
179-AH 	 Q0 	 IZV951208-00027      	 324     	 10.7561 	 BM25
179-AH 	 Q0 	 IZV950620-00019      	 325     	 10.7242 	 BM25
179-AH 	 Q0 	 IZV951027-00020      	 326     	 10.7242 	 BM25
179-AH 	 Q0 	 IZV950530-00015      	 327     	 10.7136 	 BM25
179-AH 	 Q0 	 IZV950616-00002      	 328     	 10.7136 	 BM25
179-AH 	 Q0 	 IZV950708-00008      	 329     	 10.7136 	 BM25
179-AH 	 Q0 	 IZV950824-00003      	 330     	 10.7136 	 BM25
179-AH 	 Q0 	 IZV951209-00021      	 331     	 10.7136 	 BM25
179-AH 	 Q0 	 IZV950923-00031      	 332     	 10.6876 	 BM25
179-AH 	 Q0 	 IZV950318-00018      	 333     	 10.6760 	 BM25
179-AH 	 Q0 	 IZV950228-00006      	 334     	 10.6609 	 BM25
179-AH 	 Q0 	 IZV950217-00012      	 335     	 10.6467 	 BM25
179-AH 	 Q0 	 IZV950405-00001      	 336     	 10.6467 	 BM25
179-AH 	 Q0 	 IZV950809-00027      	 337     	 10.6413 	 BM25
179-AH 	 Q0 	 IZV950307-00007      	 338     	 10.6244 	 BM25
179-AH 	 Q0 	 IZV950905-00028      	 339     	 10.5754 	 BM25
179-AH 	 Q0 	 IZV950315-00019      	 340     	 10.5663 	 BM25
179-AH 	 Q0 	 IZV950215-00051      	 341     	 10.5634 	 BM25
179-AH 	 Q0 	 IZV950401-00058      	 342     	 10.5634 	 BM25
179-AH 	 Q0 	 IZV950727-00053      	 343     	 10.5634 	 BM25
179-AH 	 Q0 	 IZV951003-00044      	 344     	 10.5634 	 BM25
179-AH 	 Q0 	 IZV951005-00044      	 345     	 10.5634 	 BM25
179-AH 	 Q0 	 IZV951019-00040      	 346     	 10.5634 	 BM25
179-AH 	 Q0 	 IZV950721-00015      	 347     	 10.5040 	 BM25
179-AH 	 Q0 	 IZV950406-00024      	 348     	 10.4943 	 BM25
179-AH 	 Q0 	 IZV950524-00020      	 349     	 10.4845 	 BM25
179-AH 	 Q0 	 IZV950527-00034      	 350     	 10.4845 	 BM25
179-AH 	 Q0 	 IZV950909-00020      	 351     	 10.4845 	 BM25
179-AH 	 Q0 	 IZV950930-00012      	 352     	 10.4845 	 BM25
179-AH 	 Q0 	 IZV951021-00018      	 353     	 10.4845 	 BM25
179-AH 	 Q0 	 IZV951012-00013      	 354     	 10.4651 	 BM25
179-AH 	 Q0 	 IZV950117-00023      	 355     	 10.4568 	 BM25
179-AH 	 Q0 	 IZV950728-00022      	 356     	 10.4568 	 BM25
179-AH 	 Q0 	 IZV951215-00011      	 357     	 10.4568 	 BM25
179-AH 	 Q0 	 IZV951229-00015      	 358     	 10.4568 	 BM25
179-AH 	 Q0 	 IZV950113-00035      	 359     	 10.4182 	 BM25
179-AH 	 Q0 	 IZV951006-00000      	 360     	 10.4182 	 BM25
179-AH 	 Q0 	 IZV950725-00018      	 361     	 10.3950 	 BM25
179-AH 	 Q0 	 IZV950310-00006      	 362     	 10.3589 	 BM25
179-AH 	 Q0 	 IZV950207-00048      	 363     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950331-00081      	 364     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950719-00074      	 365     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950819-00039      	 366     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950819-00046      	 367     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950830-00054      	 368     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950906-00060      	 369     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950920-00037      	 370     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV951013-00068      	 371     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV951130-00056      	 372     	 10.3335 	 BM25
179-AH 	 Q0 	 IZV950601-00023      	 373     	 10.3065 	 BM25
179-AH 	 Q0 	 IZV950330-00024      	 374     	 10.2945 	 BM25
179-AH 	 Q0 	 IZV950608-00021      	 375     	 10.2945 	 BM25
179-AH 	 Q0 	 IZV950920-00019      	 376     	 10.2945 	 BM25
179-AH 	 Q0 	 IZV950330-00013      	 377     	 10.2771 	 BM25
179-AH 	 Q0 	 IZV950919-00002      	 378     	 10.2586 	 BM25
179-AH 	 Q0 	 IZV951010-00010      	 379     	 10.2586 	 BM25
179-AH 	 Q0 	 IZV951116-00000      	 380     	 10.2586 	 BM25
179-AH 	 Q0 	 IZV950119-00005      	 381     	 10.2574 	 BM25
179-AH 	 Q0 	 IZV950216-00001      	 382     	 10.2574 	 BM25
179-AH 	 Q0 	 IZV950706-00020      	 383     	 10.1879 	 BM25
179-AH 	 Q0 	 IZV950926-00018      	 384     	 10.1704 	 BM25
179-AH 	 Q0 	 IZV951021-00017      	 385     	 10.1518 	 BM25
179-AH 	 Q0 	 IZV950120-00024      	 386     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950131-00034      	 387     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950411-00024      	 388     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950412-00010      	 389     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950506-00010      	 390     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950607-00041      	 391     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950621-00047      	 392     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950728-00031      	 393     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950802-00016      	 394     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950822-00021      	 395     	 10.1090 	 BM25
179-AH 	 Q0 	 IZV950408-00001      	 396     	 10.0641 	 BM25
179-AH 	 Q0 	 IZV950929-00009      	 397     	 10.0641 	 BM25
179-AH 	 Q0 	 IZV951228-00014      	 398     	 10.0622 	 BM25
179-AH 	 Q0 	 IZV950706-00023      	 399     	 10.0381 	 BM25
179-AH 	 Q0 	 IZV951130-00009      	 400     	 10.0332 	 BM25
179-AH 	 Q0 	 IZV950124-00022      	 401     	 9.8637 	 BM25
179-AH 	 Q0 	 IZV951205-00016      	 402     	 9.8637 	 BM25
179-AH 	 Q0 	 IZV950919-00029      	 403     	 9.8352 	 BM25
179-AH 	 Q0 	 IZV950520-00002      	 404     	 9.8319 	 BM25
179-AH 	 Q0 	 IZV950609-00001      	 405     	 9.8319 	 BM25
179-AH 	 Q0 	 IZV950905-00001      	 406     	 9.8319 	 BM25
179-AH 	 Q0 	 IZV950224-00020      	 407     	 9.7674 	 BM25
179-AH 	 Q0 	 IZV950523-00018      	 408     	 9.7674 	 BM25
179-AH 	 Q0 	 IZV950530-00009      	 409     	 9.7674 	 BM25
179-AH 	 Q0 	 IZV950718-00020      	 410     	 9.7674 	 BM25
179-AH 	 Q0 	 IZV950916-00017      	 411     	 9.7674 	 BM25
179-AH 	 Q0 	 IZV950120-00000      	 412     	 9.7419 	 BM25
179-AH 	 Q0 	 IZV950608-00026      	 413     	 9.7419 	 BM25
179-AH 	 Q0 	 IZV950614-00026      	 414     	 9.7419 	 BM25
179-AH 	 Q0 	 IZV950727-00032      	 415     	 9.7419 	 BM25
179-AH 	 Q0 	 IZV950914-00008      	 416     	 9.7419 	 BM25
179-AH 	 Q0 	 IZV950307-00023      	 417     	 9.7214 	 BM25
179-AH 	 Q0 	 IZV950318-00019      	 418     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV950602-00015      	 419     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV950617-00007      	 420     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV950617-00013      	 421     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV950922-00024      	 422     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV951005-00012      	 423     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV951025-00001      	 424     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV951104-00022      	 425     	 9.7182 	 BM25
179-AH 	 Q0 	 IZV950914-00000      	 426     	 9.6858 	 BM25
179-AH 	 Q0 	 IZV950323-00012      	 427     	 9.6663 	 BM25
179-AH 	 Q0 	 IZV951214-00030      	 428     	 9.6519 	 BM25
179-AH 	 Q0 	 IZV950324-00074      	 429     	 9.6300 	 BM25
179-AH 	 Q0 	 IZV951025-00067      	 430     	 9.6300 	 BM25
179-AH 	 Q0 	 IZV950801-00025      	 431     	 9.5927 	 BM25
179-AH 	 Q0 	 IZV950316-00011      	 432     	 9.5591 	 BM25
179-AH 	 Q0 	 IZV950725-00010      	 433     	 9.5591 	 BM25
179-AH 	 Q0 	 IZV951005-00029      	 434     	 9.4496 	 BM25
179-AH 	 Q0 	 IZV950504-00019      	 435     	 9.4135 	 BM25
179-AH 	 Q0 	 IZV950915-00025      	 436     	 9.4135 	 BM25
179-AH 	 Q0 	 IZV950819-00006      	 437     	 9.4009 	 BM25
179-AH 	 Q0 	 IZV950314-00005      	 438     	 9.3854 	 BM25
179-AH 	 Q0 	 IZV950406-00011      	 439     	 9.3854 	 BM25
179-AH 	 Q0 	 IZV950705-00012      	 440     	 9.3854 	 BM25
179-AH 	 Q0 	 IZV950829-00019      	 441     	 9.3854 	 BM25
179-AH 	 Q0 	 IZV950905-00014      	 442     	 9.3854 	 BM25
179-AH 	 Q0 	 IZV950902-00032      	 443     	 9.3734 	 BM25
179-AH 	 Q0 	 IZV950426-00015      	 444     	 9.3564 	 BM25
179-AH 	 Q0 	 IZV950124-00019      	 445     	 9.3193 	 BM25
179-AH 	 Q0 	 IZV950303-00020      	 446     	 9.3105 	 BM25
179-AH 	 Q0 	 IZV950808-00018      	 447     	 9.3105 	 BM25
179-AH 	 Q0 	 IZV951128-00011      	 448     	 9.3105 	 BM25
179-AH 	 Q0 	 IZV951206-00017      	 449     	 9.3105 	 BM25
179-AH 	 Q0 	 IZV950426-00023      	 450     	 9.3059 	 BM25
179-AH 	 Q0 	 IZV950223-00002      	 451     	 9.2815 	 BM25
179-AH 	 Q0 	 IZV950223-00008      	 452     	 9.2815 	 BM25
179-AH 	 Q0 	 IZV950602-00005      	 453     	 9.2815 	 BM25
179-AH 	 Q0 	 IZV950712-00004      	 454     	 9.2815 	 BM25
179-AH 	 Q0 	 IZV951124-00007      	 455     	 9.2815 	 BM25
179-AH 	 Q0 	 IZV950614-00011      	 456     	 9.2225 	 BM25
179-AH 	 Q0 	 IZV951129-00021      	 457     	 9.2199 	 BM25
179-AH 	 Q0 	 IZV951223-00003      	 458     	 9.2089 	 BM25
179-AH 	 Q0 	 IZV951105-00032      	 459     	 9.1936 	 BM25
179-AH 	 Q0 	 IZV950909-00019      	 460     	 9.1678 	 BM25
179-AH 	 Q0 	 IZV950422-00027      	 461     	 9.1627 	 BM25
179-AH 	 Q0 	 IZV950518-00017      	 462     	 9.1180 	 BM25
179-AH 	 Q0 	 IZV951220-00014      	 463     	 9.1171 	 BM25
179-AH 	 Q0 	 IZV950310-00029      	 464     	 9.0768 	 BM25
179-AH 	 Q0 	 IZV950513-00028      	 465     	 9.0526 	 BM25
179-AH 	 Q0 	 IZV951011-00024      	 466     	 9.0526 	 BM25
179-AH 	 Q0 	 IZV951210-00037      	 467     	 9.0436 	 BM25
179-AH 	 Q0 	 IZV951221-00006      	 468     	 9.0436 	 BM25
179-AH 	 Q0 	 IZV950504-00007      	 469     	 9.0360 	 BM25
179-AH 	 Q0 	 IZV950204-00040      	 470     	 9.0339 	 BM25
179-AH 	 Q0 	 IZV950415-00024      	 471     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV950429-00000      	 472     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV950802-00000      	 473     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV950817-00015      	 474     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV950901-00017      	 475     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV951007-00016      	 476     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV951202-00001      	 477     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV951210-00010      	 478     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV951214-00009      	 479     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV951216-00026      	 480     	 8.9909 	 BM25
179-AH 	 Q0 	 IZV950428-00026      	 481     	 8.9404 	 BM25
179-AH 	 Q0 	 IZV950524-00045      	 482     	 8.9404 	 BM25
179-AH 	 Q0 	 IZV951024-00011      	 483     	 8.9404 	 BM25
179-AH 	 Q0 	 IZV951216-00019      	 484     	 8.9061 	 BM25
179-AH 	 Q0 	 IZV951014-00016      	 485     	 8.8800 	 BM25
179-AH 	 Q0 	 IZV950505-00024      	 486     	 8.8286 	 BM25
179-AH 	 Q0 	 IZV950317-00013      	 487     	 8.8225 	 BM25
179-AH 	 Q0 	 IZV950121-00012      	 488     	 8.7902 	 BM25
179-AH 	 Q0 	 IZV950202-00021      	 489     	 8.7893 	 BM25
179-AH 	 Q0 	 IZV950628-00018      	 490     	 8.7893 	 BM25
179-AH 	 Q0 	 IZV950901-00010      	 491     	 8.7893 	 BM25
179-AH 	 Q0 	 IZV950622-00015      	 492     	 8.7728 	 BM25
179-AH 	 Q0 	 IZV951229-00014      	 493     	 8.7728 	 BM25
179-AH 	 Q0 	 IZV950111-00011      	 494     	 8.7670 	 BM25
179-AH 	 Q0 	 IZV950704-00020      	 495     	 8.7348 	 BM25
179-AH 	 Q0 	 IZV950222-00015      	 496     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950330-00025      	 497     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950406-00007      	 498     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950411-00016      	 499     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950429-00012      	 500     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950524-00009      	 501     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950615-00021      	 502     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950712-00000      	 503     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950811-00016      	 504     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV950930-00017      	 505     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV951012-00025      	 506     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV951027-00004      	 507     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV951201-00013      	 508     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV951215-00029      	 509     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV951227-00001      	 510     	 8.7255 	 BM25
179-AH 	 Q0 	 IZV951125-00009      	 511     	 8.7243 	 BM25
179-AH 	 Q0 	 IZV950117-00039      	 512     	 8.7238 	 BM25
179-AH 	 Q0 	 IZV950225-00013      	 513     	 8.7238 	 BM25
179-AH 	 Q0 	 IZV951020-00018      	 514     	 8.7238 	 BM25
179-AH 	 Q0 	 IZV950208-00039      	 515     	 8.7089 	 BM25
179-AH 	 Q0 	 IZV950517-00024      	 516     	 8.7089 	 BM25
179-AH 	 Q0 	 IZV950606-00021      	 517     	 8.7089 	 BM25
179-AH 	 Q0 	 IZV950808-00016      	 518     	 8.7089 	 BM25
179-AH 	 Q0 	 IZV950307-00009      	 519     	 8.6257 	 BM25
179-AH 	 Q0 	 IZV950519-00001      	 520     	 8.6257 	 BM25
179-AH 	 Q0 	 IZV950520-00008      	 521     	 8.6257 	 BM25
179-AH 	 Q0 	 IZV950712-00008      	 522     	 8.6257 	 BM25
179-AH 	 Q0 	 IZV950922-00010      	 523     	 8.6257 	 BM25
179-AH 	 Q0 	 IZV951230-00006      	 524     	 8.6257 	 BM25
179-AH 	 Q0 	 IZV950718-00027      	 525     	 8.5969 	 BM25
179-AH 	 Q0 	 IZV950323-00024      	 526     	 8.5839 	 BM25
179-AH 	 Q0 	 IZV950511-00021      	 527     	 8.5802 	 BM25
